,conm,gvkey,add1,add2,add3,add4,addzip,busdesc,cik,city,conml,costat,county,dlrsn,ein,fax,fic,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
70,HYBRITECH INC,005799,8958 Terman Ct,,,,92121,"Hybritech Incorporated develops and markets monoclonal antibodies. Its monoclonal antibodies are used in making diagnostic and medical monitoring tests to identify various infectious, viral, and cancer-related diseases, including colon and prostate cancer, infertility, allergies, and pregnancy.",0000355266,San Diego,Hybritech Inc,I,,01,95-3298647,619 621 4610,USA,12.0,3520,352010,35,35201010,D,,USA,325413,858 621 3258,,,01,2835,147.0,905.0,,CA,0.0,,1986-03-31,
71,CYPRESS BIOSCIENCE INC,005841,"4350 Executive Drive, Suite 325",,,,92121,"Cypress Bioscience, Inc. was acquired by Ramius, LLC and Royalty Pharma. Cypress Bioscience, Inc. engages in the development of drugs for patients suffering from various disorders of the central nervous system.",0000716054,San Diego,Cypress Bioscience Inc,I,,01,22-2389839,858-452-1222,USA,12.0,3520,352020,35,35202010,D,DE,USA,325414,858-452-2323,,,02,2836,147.0,905.0,C,CA,0.0,,2011-01-14,
72,IMMUNEX CORP,005885,1 Amgen Center Dr,,,,91320-1730,"Immunex Corporation researches, develops, manufacturers, and markets therapeutic products for the treatment of cancer, infectious diseases, and autoimmune disorders.",,Thousand Oaks,Immunex Corp,I,,01,51-0346580,206 587 0606,USA,12.0,3520,352010,35,35201010,D,WA,USA,325414,206 587 0430,,,01,2836,147.0,905.0,,CA,0.0,,2002-07-16,1993-05-04
73,INCSTAR CORP,005886,1990 Industrial Blvd,,,,55082,"Develops, makes and markets individual test reagents and test kits, using primarily RIA, EIA, immunoturbidimetric assay and immunofluorescent assay technologies, and antisera and natural and synthetic peptides for clinical diagnostic and medical research purposes.",0000216184,Stillwater,Incstar Corp,I,,01,41-1254731,,USA,12.0,3520,352010,35,35201010,D,MN,USA,325413,612-439-9710,,,01,2835,147.0,905.0,,MN,0.0,,1997-07-31,
74,TELIGENT INC,005888,105 Lincoln Avenue,,,,08310,"Teligent, Inc., a specialty generic pharmaceutical company, develops, manufactures, markets, and sells generic topical, branded generic, and generic injectable pharmaceutical products in the United States and Canada.",0000352998,Buena,Teligent Inc,A,,,01-0355758,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,856 697 1441,,,01,2834,285.0,905.0,C,NJ,3.0,www.teligent.com,,
75,IMMUNOMEDICS INC,005902,300 The American Road,,,,07950,"Immunomedics, Inc., a clinical-stage biopharmaceutical company, develops monoclonal antibody-based products to treat cancer. The company develops sacituzumab govitecan, an antibody-drug conjugate for the treatment of patients with metastatic triple-negative breast cancer.",0000722830,Morris Plains,Immunomedics Inc,I,,01,61-1009366,973 605 8282,USA,12.0,3520,352010,35,35201010,D,DE,USA,325413,973 605 8200,,,01,2835,147.0,905.0,C,NJ,0.0,www.immunomedics.com,2020-10-26,
76,INOLEX CORP,005974,2101 South Swanson Street,,,,19148,"Inolex Chemical Company, a specialty chemical company, focuses on developing cosmetic ingredients and industrial lubricants.",0000050604,Philadelphia,Inolex Corp,I,,01,36-2614025,215-271-6282,USA,12.0,,,,,D,DE,USA,,215-271-0800,,,01,2833,280.0,905.0,,PA,0.0,www.inolex.com,1979-08-31,
77,INTEGRATED GENETICS,005994,3400 Computer Drive,,,,01581,"Esoterix Genetic Laboratories, LLC provides genetic testing and counselling for reproductive health and hereditary cancer.",0000719960,Westborough,Integrated Genetics,I,,01,04-2718916,508 389 5549,USA,12.0,3520,352010,35,35201010,D,DE,USA,541710,508 898 9001,,,01,8731,292.0,905.0,,MA,0.0,www.integratedgenetics.com,1989-08-31,
78,INNOTRON DIAGNOSTICS,005995,6A Faraday Drive,,,,92714,,0000715727,Irvine,Innotron Diagnostics,I,,10,95-3799294,,USA,12.0,,,,,D,,USA,,,,,01,2835,147.0,905.0,,CA,3.0,,1987-03-31,
79,STEM CELL INNOVATIONS INC,006054,"11222 Richmond Avenue, Suite 180",,,,77082-2646,"Stem Cell Innovations, Inc. develops a human germ stem cell platform for applications in drug discovery, target and compound validation, toxicology, and cell based therapeutics.",0000351532,Houston,Stem Cell Innovations Inc,I,,07,22-2313648,281-679-7910,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,281-679-7900,,,01,2836,147.0,905.0,B-,TX,3.0,,2010-04-19,
80,INTL RESEARCH & DEV CORP,006111,500 North Main Street,,,,49071,"International Research & Development Corp. operates as an independent contract research laboratory and offers medical evaluation services. The company was founded in 1962 and is based in Mattawan, Michigan.",0000051497,Mattawan,International Research & Development Corp,I,,02,38-1688261,,USA,12.0,3520,352010,35,35201010,D,DE,USA,541710,616-668-3336,,,01,8731,292.0,905.0,,MI,0.0,,1996-02-29,
81,INTERTECHNOLOGY SOLAR CORP,006149,,,,,,,0000202197,,InterTechnology Solar Corp,I,Fauquier,10,,,USA,6.0,,,,,D,,USA,,,,,01,8731,292.0,905.0,,VA,3.0,,1983-12-31,
82,IROQUOIS BRANDS LTD-OLD,006183,"20405 F M 249, SUITE 700",,,,77070,,,HOUSTON,Iroquois Brands Ltd-old,I,Harris,04,,,USA,12.0,3030,303020,30,30302010,D,DE,USA,325412,713-320-8593,,,01,2834,285.0,905.0,,TX,0.0,,1990-02-20,
83,JOHNSON & JOHNSON,006266,One Johnson & Johnson Plaza,,,,08933,"Johnson & Johnson, together with its subsidiaries, researches and develops, manufactures, and sells various products in the healthcare field worldwide.",0000200406,New Brunswick,Johnson & Johnson,A,,,22-1024240,,USA,12.0,3520,352020,35,35202010,B,NJ,USA,325412,732 524 0400,,,01,2834,280.0,905.0,A-,NJ,0.0,www.jnj.com,,
84,KMS INDUSTRIES INC,006306,101 North Main Street,,,,48104,"Prior to Jan. 14, 1994, provided storage and protection services of government property to the United States Department of Energy, and exploited high-technology research and development for energy and measurement applications.",0000056356,Ann Arbor,KMS Industries Inc,I,,10,38-1842108,,USA,12.0,2020,202010,20,20201030,D,DE,USA,541710,313-769-1100,,,01,8731,292.0,905.0,,MI,0.0,,1999-07-19,
85,K V PHARMACEUTICAL  -CL A,006315,"16640 Chesterfield Grove Road, Suite 200",,,,63005,"Lumara Health, Inc. is a specialty branded pharmaceutical company that primarily focuses in the area of women's healthcare.",0000057055,St. Louis,K-V Pharmaceutical Co,I,,10,43-0618919,314-646-3705,USA,3.0,3520,352020,35,35202010,D,IN,USA,325412,314-645-6600,,,02,2834,285.0,905.0,D,MO,3.0,,2013-09-16,
86,KALLESTAD LABORATORIES INC,006323,,,,,,,0000054360,,Kallestad Laboratories Inc,I,Travis,01,,,USA,6.0,,,,,D,,USA,,,,,01,2835,147.0,905.0,,TX,0.0,,1982-07-31,
87,KEY PHARMACEUTICALS INC,006414,"4400 BISCAYNE BLVD.,",,,,33137,"Key Pharmaceuticals, Inc. operates as a subsidiary of Merck & Co., Inc.",0000055556,MIAMI,Key Pharmaceuticals Inc,I,Dade,01,59-0598178,,USA,12.0,3520,352020,35,35202010,D,,USA,325412,305-578-5800,,,01,2834,285.0,905.0,,FL,0.0,,1986-06-30,
88,LEECO DIAGNOSTICS INC,006644,24475 WEST 10 MILE ROAD,,,,48034,"Leeco Diagnostics, Inc. was acquired by Endogen Inc.",0000728294,SOUTHFIELD,Leeco Diagnostics Inc,I,Oakland,01,38-2218646,,USA,12.0,3520,352020,35,35202010,D,MI,USA,325412,313-353-2620,,,01,2835,147.0,905.0,,MI,0.0,,1993-03-31,
89,LEINER (P) NUTRITIONAL PRODS,006660,1845 WEST 205TH STREET,,,,90501,,,TORRANCE,Leiner (P) Nutritional Products,I,Los Angeles,06,95-3431709,,USA,3.0,3520,352020,35,35202010,D,DE,USA,325412,213-328-9610,,,01,2834,285.0,905.0,,CA,0.0,,1992-05-31,
90,LESCARDEN INC,006677,"420 Lexington Avenue, Suite 212",,,,10170,"Lescarden Inc. researches, tests, develops, and sells medications for the control and cure of various diseases in the United States, Europe, and South Korea.",0000058822,New York,Lescarden Inc,A,,,13-2538207,212-687-1051,USA,5.0,3520,352020,35,35202010,D,NY,USA,325412,212-687-1050,,,01,2834,285.0,905.0,C,NY,3.0,www.lescarden.com,,
91,LIFE SCIENCES INC,006721,2900 72nd Street North,,,,33710,"Life Sciences Advanced Technologies, Inc. manufactures and distributes molecular biology, PCR, enzymes, trehalose, NASBA, lyophilized, and immunology products.",0000059401,St Petersburg,Life Sciences Inc,I,,10,59-0995081,727-347-2957,USA,5.0,3520,352010,35,35201010,D,DE,USA,325413,727-345-9371,,,01,2835,147.0,905.0,,FL,3.0,www.lifesci.com,1995-08-31,
92,LILLY (ELI) & CO,006730,Lilly Corporate Center,,,,46285,"Eli Lilly and Company discovers, develops, and markets human pharmaceuticals worldwide.",0000059478,Indianapolis,Eli Lilly and Co,A,,,35-0470950,,USA,12.0,3520,352020,35,35202010,B,IN,USA,325412,317 276 2000,,,01,2834,285.0,905.0,B+,IN,0.0,www.lilly.com,,
93,LYPHOMED INC,006854,10401 West Touhy Avenue,,,,60018,"As of October 10, 1989, Lyphomed, Inc. was acquired by Fujisawa Pharmaceutical Co. Ltd. Lyphomed, Inc. manufactures and markets injectable drugs. The company was founded in 1969 and is based in Des Plaines, Illinois.",0000716827,Des Plaines,Lyphomed Inc,I,,10,36-3134316,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,312-390-6500,,,01,2834,285.0,905.0,,IL,3.0,,1992-03-31,
94,MACROCHEM CORP/DE,006924,"40 Washington Street, Suite 220",,,,02481,"MacroChem Corporation develops and commercializes pharmaceutical products. It develops product candidates using its drug delivery technologies, Soft Enhancement of Percutaneous Absorption (SEPA), MacroDerm, and DermaPass.",0000743884,Wellesley Hills,MacroChem Corp,I,,01,04-2744744,781 862 4338,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,781 489 7310,,,01,2834,285.0,905.0,C,MA,0.0,,2009-03-02,
95,MARINE COLLOIDS INC,007030,P.O.BOX 308,,,,04841,,0000062332,ROCKLAND,Marine Colloids Inc,I,Knox,01,,,USA,12.0,,,,,D,,USA,,207-594-4436,,,01,2833,280.0,905.0,,ME,0.0,,1977-12-31,
96,MARION MERRELL DOW INC,007040,9300 Ward Parkway,,,,64114,"Hoechst Marion Roussel Inc. was acquired by Aventis Pharmaceuticals Inc. Hoechst Marion Roussel Inc. discovers, develops, manufactures, and sells proprietary and generic pharmaceutical products.",0000062391,Kansas City,Marion Merrell Dow Inc,I,,01,44-0565557,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,816-966-4000,,,01,2834,285.0,905.0,,MO,0.0,,1995-07-31,
97,IMMUNE THERAPEUTICS INC,007095,"2431 Aloma Avenue, Suite 124",,,,32792,"Immune Therapeutics, Inc. does not have significant operations. The company was formerly known as TNI BioTech, Inc. and changed its name to Immune Therapeutics, Inc. in October 2014. Immune Therapeutics, Inc. is headquartered in Orlando, Florida.",0001559356,Winter Park,Immune Therapeutics Inc,A,,,59-3226705,,USA,12.0,3520,352010,35,35201010,D,FL,USA,325414,888 613 8802,,,01,2836,,,,FL,3.0,www.immunetherapeutics.com,,
98,MEDCO RESEARCH INC,007196,"7001 Weston Parkway, Suite 300",,,,27513,"King Pharmaceuticals Research & Development Inc. engages in the global commercialization of cardiovascular and adenosine-related products. It is a division of King Pharmaceuticals, Inc.",0000723385,Cary,Medco Research Inc,I,,01,95-3318451,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,919-653-7001,,,01,2834,285.0,905.0,,NC,0.0,,2000-02-28,
99,MEDCHEM PRODUCTS INC,007219,232 West Cummings Park,,,,01801,"MedChem Products, Inc. is engaged in the development, manufacture, and marketing of specialty medical products for use in surgical and non-surgical procedures.",0000711074,Woburn,Medchem Products Inc,I,,01,04-2471310,,USA,12.0,3520,352010,35,35201010,D,MA,USA,325414,617 932 5900,,,01,2836,147.0,905.0,,MA,0.0,,1995-09-30,
100,MERCK & CO,007257,2000 Galloping Hill Road,,,,07033,"Merck & Co., Inc. operates as a healthcare company worldwide. It operates through two segments, Pharmaceutical and Animal Health.",0000310158,Kenilworth,Merck & Co Inc,A,,,22-1918501,,USA,12.0,3520,352020,35,35202010,B,NJ,USA,325412,908 740 4000,,,01,2834,285.0,905.0,B,NJ,0.0,www.merck.com,,
101,MICROBIOLOGICAL SCIENCES,007337,771 Main Street,,,,02893,,,West Warwick,Microbiological Sciences,I,,10,13-2516942,,USA,12.0,3520,352020,35,35202010,D,NY,USA,325412,,,,01,2835,147.0,905.0,,RI,0.0,,1990-03-31,
102,MILES LABORATORIES INC,007392,100 Bayer Boulevard,,,,07981,"Bayer Corporation manufactures health care products, agricultural products, and high-tech polymer materials.",,Whippany,Miles Laboratories Inc,I,,09,25-1339219,781 356 0165,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,862 404 3000,,,01,2834,285.0,905.0,,NJ,2.0,www.bayer.com,1987-09-30,
103,MATRIX MEMBRANES INC,007470,4070 YOUNGFIELD STREET,,,,80033,"Matrix Membranes, Inc. operates as a research and consulting services company. It is based in the United States.",0000315807,WHEAT RIDGE,Matrix Membranes Inc,I,Jefferson,10,84-0792698,,USA,6.0,3520,352010,35,35201010,D,CO,USA,541710,303-431-6000,,,01,8731,292.0,905.0,,CO,0.0,,1991-09-30,
104,MOLECULAR BIOSYSTEMS INC,007503,10030 Barnes Canyon Road,,,,92121,"Molecular Biosystems, Inc., a biomedical company, develops medical products that diagnose human disease.",0000719598,San Diego,Molecular Biosystems Inc,I,,01,36-3078632,858-625-3906,USA,3.0,3510,351010,35,35101010,D,DE,USA,325413,858-625-3900,,,01,2835,147.0,905.0,,CA,0.0,,2001-01-03,
105,MGI PHARMA INC,007504,"5775 West Old Shakopee Road, Suite 100",,,,55437,"As of January 25, 2008, MGI Pharma, Inc. was acquired by Eisai Corporation of North America, Inc. MGI Pharma, Inc. discovers, develops, and commercializes pharmaceutical products for oncology and acute care applications.",0000702131,Bloomington,MGI PHARMA Inc,I,,01,41-1364647,952-346-4800,USA,12.0,3520,352020,35,35202010,D,MN,USA,325412,952-346-4700,,,01,2834,283.0,905.0,C,MN,0.0,,2008-01-29,
106,FAULDING INC,007505,200 Elmora Ave,,,,07207,"Develops, makes and sells generic prescription and non-prescription oral drugs, including antibiotic and anti-infective drugs, anti-inflammatants, cardiovascular drugs, analgesics, anti-depressants and tranquilizers, to drugstore chains, drug wholesalers and drug distributors.",0000729069,Elizabeth,Faulding Inc,I,,01,04-2769995,,USA,6.0,3520,352020,35,35202010,D,DE,USA,325412,908-527-9100,,,01,2834,285.0,905.0,,NJ,0.0,,1999-01-13,
107,QUIDELORTHO CORP,007526,9975 Summers Ridge Road,,,,92121,"QuidelOrtho Corporation provides various in vitro diagnostics products worldwide. The company's product portfolio covers a range of point-of-care tests for infectious diseases, critical cardiac health and autoimmune biomarkers, and clinical and at-home products to detect COVID-19.",0001906324,San Diego,QuidelOrtho Corporation,A,,,94-2573850,,USA,12.0,3510,351010,35,35101010,B,DE,USA,325413,858-552-1100,,,01,2835,147.0,905.0,B-,CA,0.0,www.quidelortho.com,,
108,PHARMACIA CORP,007536,7000 Portage Road,,,,49001,"Pharmacia LLC develops, manufactures, and markets prescription pharmaceutical products. The company's products include primary care, hospital care, cancer care, ophthalmology, and endocrine care products.",0000067686,Kalamazoo,Pharmacia Corp,I,,01,43-0420020,616 833 0203,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,616 833 8714,01C,,01,2834,285.0,905.0,,MI,0.0,,2003-04-16,
109,MOXIE INDUSTRIES INC,007599,2211 EAST ORANGEWOOD AVENUE,,,,92806,"As of Aug 5, 1987, Moxie Industries, Inc. was acquired by ICN Pharmaceuticals Inc.",0000068656,ANAHEIM,Moxie Industries Inc,I,Orange,07,04-1642120,,USA,12.0,3520,352020,35,35202010,D,MA,USA,325412,714-634-4000,,,01,2834,285.0,905.0,,CA,3.0,,1988-08-31,
110,VIATRIS INC,007637,1000 Mylan Boulevard,,,,15317,"Viatris Inc. operates as a healthcare company worldwide. The company operates in four segments: Developed Markets, Greater China, JANZ, and Emerging Markets. It offers prescription brand drugs, generic drugs, complex generic drugs, biosimilars, and active pharmaceutical ingredients (APIs).",0001792044,Canonsburg,Viatris Inc,A,,,83-4364296,,USA,12.0,3520,352020,35,35202010,B,,USA,325412,724 514 1800,,,01,2834,283.0,905.0,C,PA,0.0,www.viatris.com,,
111,INERGETICS INC,007660,"550 Broad Street, Suite 1212",,,,07102,"Inergetics, Inc., through its subsidiary, Millennium Biotechnologies, Inc., engages in the research, development, and marketing of specialized nutritional supplements for various medical conditions and for athletes seeking enhanced recovery and advanced performance in the United States.",0000072170,Newark,Inergetics Inc,I,,10,22-1558317,,USA,12.0,3030,303020,30,30302010,D,DE,USA,325412,908-604-2500,,,01,2834,285.0,905.0,C,NJ,3.0,www.inergetics.com,2019-03-20,
112,BIOMERICA INC,007662,17571 Von Karman Avenue,,,,92614,"Biomerica, Inc., a biomedical technology company, develops, patents, manufactures, and markets diagnostic and therapeutic products for the detection and/or treatment of medical conditions and diseases worldwide.",0000073290,Irvine,Biomerica Inc,A,,,95-2645573,949 553 1231,USA,5.0,3510,351010,35,35101010,D,DE,USA,325413,949 645 2111,,,01,2835,300.0,905.0,C,CA,0.0,www.biomerica.com,,
113,MARINA BIOTECH INC -OLD,007694,PO Box 1559,,,,98041,"As of November 15, 2016, Marina Biotech, Inc. was acquired by IthenaPharma Inc. in a reverse merger transaction. Marina Biotech, Inc., a biotechnology company, focuses on the discovery, development, and commercialization of nucleic acid-based therapies to treat orphan diseases.",,Bothell,Marina Biotech Inc -Old,I,,01,11-2658569,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325412,425-892-4322,,,02,2834,285.0,905.0,C,WA,3.0,,2016-11-15,
114,NBTY INC,007798,2100 Smithtown Avenue,,,,11779,"The Bountiful Company manufactures, markets, distributes, and retails vitamins, nutritional supplements, herbs, sports and active nutrition, and ethical beauty products in the United States and internationally.",0000070793,Ronkonkoma,NBTY Inc,A,,,11-2228617,,USA,9.0,3030,303020,30,30302010,D,DE,USA,325412,631 200 2000,,,03,2834,215.0,978.0,B,NY,2.0,www.bountifulcompany.com,,
115,NATURES SUNSHINE PRODS INC,007799,"2901 West Bluegrass Boulevard, Suite 100",,,,84043,"Nature's Sunshine Products, Inc., a natural health and wellness company, primarily manufactures and sells nutritional and personal care products in Asia, Europe, North America, Latin America, and internationally.",0000275053,Lehi,Nature's Sunshine Products Inc,A,,,87-0327982,,USA,12.0,3030,303020,30,30302010,D,UT,USA,325412,801 341 7900,,,01,2834,215.0,978.0,B-,UT,0.0,www.naturessunshine.com,,
116,NELSON RESEARCH & DEV CO,007810,1001 Health Sciences Road West,,,,92715,Nelson Research & Development Co. operates as a subsidiary of Ethyl Corporation,,Irvine,Nelson Research & Development Co,I,,01,95-2775632,,USA,12.0,2020,202010,20,20201030,D,,USA,5417,,,,01,8731,292.0,905.0,,CA,0.0,,1987-03-31,
117,DONLAR CORP,007826,6502 South Archer Road,,,,60501,"Donlar Corp. operates as a holding company and develops, produces, and markets protein technology to replace a generation of older, non-biodegradable and potentially toxic chemicals. The company was founded in 1990 and is based in Bedford Park, Illinois.",0001047175,Bedford Park,Donlar Corp,I,,07,36-3683785,708-563-9220,USA,12.0,3520,352010,35,35201010,D,IL,USA,325414,708-563-9200,,,01,2836,147.0,905.0,,IL,0.0,,2005-03-21,
118,LIPID SCIENCES INC,007850,"7068 Koll Center Parkway, Suite 401",,,,94566,"On April 24, 2012, Lipid Sciences Inc. went out of business on completion of liquidation under Chapter 7.",0000071478,Pleasanton,Lipid Sciences Inc,I,,10,43-0433090,925-249-4040,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,925-249-4000,,,01,2836,147.0,905.0,,CA,3.0,,2013-07-31,
