,gvkey,conm,datadate1,datadate2,cik,source,coname,fndate,lndate,n10k,n10k_nt,n10k_a,n10q,n10q_nt,n10q_a,ndef,n8k,ntot,flag
124,013365,BARR PHARMACEUTICALS INC,1986-06-30,2007-12-31,0000010081,COMPN,BARR PHARMACEUTICALS INC,1995-02-09,2009-02-18,17.0,0.0,3.0,45.0,0.0,3.0,35.0,75.0,709.0,3.0
125,013484,SOLIGENIX INC,1987-01-31,2023-12-31,0000812796,COMPN,"SOLIGENIX, INC.",1995-08-08,2024-05-31,44.0,1.0,14.0,94.0,2.0,4.0,69.0,242.0,1306.0,3.0
126,013599,CELGENE CORP,1986-12-31,2018-12-31,0000816284,COMPN,CELGENE CORP /DE/,1995-04-28,2020-07-13,35.0,1.0,10.0,76.0,0.0,1.0,49.0,292.0,2017.0,3.0
127,013704,UNIGENE LABORATORIES INC,1986-12-31,2012-12-31,0000352747,COMPN,UNIGENE LABORATORIES INC,1995-05-15,2019-07-01,28.0,3.0,7.0,71.0,10.0,6.0,20.0,182.0,730.0,3.0
128,013721,ZOETIS INC,2010-12-31,2023-12-31,0001555280,COMPN,ZOETIS INC.,2012-08-13,2024-05-30,12.0,0.0,0.0,35.0,0.0,1.0,27.0,154.0,1766.0,3.0
129,013765,NATURAL ALTERNATIVES,1987-06-30,2023-06-30,0000787253,COMPN,NATURAL ALTERNATIVES INTERNATIONAL INC,1995-11-13,2024-05-14,32.0,3.0,1.0,88.0,0.0,1.0,30.0,115.0,733.0,3.0
130,013786,HERON THERAPEUTICS INC,1986-09-30,2023-12-31,0000818033,COMPN,"HERON THERAPEUTICS, INC. /DE/",1994-02-01,2024-05-31,35.0,0.0,6.0,92.0,1.0,2.0,41.0,311.0,1350.0,3.0
131,013835,REGULUS THERAPEUTICS INC,2010-12-31,2023-12-31,0001505512,COMPN,REGULUS THERAPEUTICS INC.,2010-11-15,2024-05-21,13.0,0.0,1.0,36.0,0.0,1.0,25.0,137.0,894.0,3.0
132,013839,CAMBREX CORP,1986-12-31,2018-12-31,0000016590,CUSIP,CAMBEX CORP,1995-04-17,2014-01-31,17.0,3.0,2.0,44.0,5.0,1.0,3.0,12.0,110.0,3.0
133,013839,CAMBREX CORP,1986-12-31,2018-12-31,0000820081,COMPN,CAMBREX CORP,1994-02-14,2020-02-10,27.0,2.0,0.0,82.0,1.0,3.0,44.0,168.0,1275.0,3.0
134,013938,INVITRON CORP,1987-06-30,1991-12-31,0000820413,COMPN,,,,,,,,,,,,,0.0
135,014186,GEN-PROBE INC,1987-12-31,2011-12-31,0000820237,COMPN,GEN PROBE INC,2002-04-02,2016-12-05,10.0,0.0,0.0,34.0,0.0,4.0,26.0,147.0,1181.0,3.0
136,014285,BENTLEY PHARMACEUTICALS,1987-06-30,2007-12-31,0000821616,COMPN,BENTLEY PHARMACEUTICALS INC,1995-08-14,2009-02-03,20.0,0.0,7.0,43.0,1.0,3.0,14.0,48.0,391.0,3.0
137,014304,AKORN OPERATING COMPANY LLC,1986-06-30,2019-12-31,0000003116,COMPN,AKORN INC,1995-05-12,2021-02-10,43.0,7.0,10.0,102.0,13.0,13.0,33.0,298.0,1207.0,2.0
138,014320,INTERCEPT PHARMA INC,2010-12-31,2022-12-31,0001270073,COMPN,"INTERCEPT PHARMACEUTICALS, INC.",2003-11-12,2023-11-20,14.0,0.0,3.0,35.0,0.0,1.0,13.0,178.0,1265.0,3.0
139,014446,IVAX CORP,1987-12-31,2004-12-31,0000772197,COMPN,IVAX CORP,1995-02-17,2006-04-10,12.0,0.0,2.0,33.0,0.0,0.0,21.0,69.0,516.0,3.0
140,014555,ACELITY HOLDINGS INC -REDH,1987-12-31,2014-12-31,0000831967,CUSIP,KINETIC CONCEPTS INC,1994-04-15,2013-02-13,17.0,0.0,1.0,55.0,0.0,1.0,30.0,125.0,806.0,2.0
141,014555,ACELITY HOLDINGS INC -REDH,1987-12-31,2014-12-31,0000831967,COMPH,KINETIC CONCEPTS INC,1994-04-15,2013-02-13,17.0,0.0,1.0,55.0,0.0,1.0,30.0,125.0,806.0,2.0
142,014555,ACELITY HOLDINGS INC -REDH,1987-12-31,2014-12-31,0000831967,FDATE,KINETIC CONCEPTS INC,1994-04-15,2013-02-13,17.0,0.0,1.0,55.0,0.0,1.0,30.0,125.0,806.0,2.0
143,014555,ACELITY HOLDINGS INC -REDH,1987-12-31,2014-12-31,0001651347,COMPN,"ACELITY HOLDINGS, INC.",2015-08-26,2016-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
144,014597,JUNIPER PHARMACEUTICALS INC,1987-12-31,2017-12-31,0000821995,COMPN,JUNIPER PHARMACEUTICALS INC,1995-04-14,2018-08-31,37.0,1.0,12.0,81.0,1.0,9.0,40.0,241.0,946.0,3.0
145,014603,AVID BIOSERVICES INC,1983-04-30,2023-04-30,0000704562,COMPN,"AVID BIOSERVICES, INC.",1995-09-14,2024-05-02,39.0,1.0,10.0,93.0,1.0,5.0,58.0,321.0,1287.0,3.0
146,014622,PONIARD PHARMACEUTICALS INC,1987-09-30,2010-12-31,0000755806,COMPN,"PONIARD PHARMACEUTICALS, INC.",1995-02-10,2012-04-02,21.0,2.0,3.0,51.0,0.0,0.0,32.0,176.0,888.0,3.0
147,014636,FIRST MED INTL INC,1985-12-31,1989-12-31,0000824166,COMPN,,,,,,,,,,,,,0.0
148,014918,NOVEN PHARMACEUTICALS INC,1987-12-31,2008-12-31,0000815838,COMPN,NOVEN PHARMACEUTICALS INC,1995-05-12,2010-02-16,18.0,1.0,3.0,47.0,0.0,3.0,14.0,67.0,487.0,3.0
149,014983,CHAMPIONS ONCOLOGY INC,1986-04-30,2023-04-30,0000771856,COMPN,"CHAMPIONS ONCOLOGY, INC.",1995-09-13,2024-05-06,37.0,3.0,5.0,97.0,1.0,9.0,24.0,144.0,600.0,3.0
150,015178,VITRO BIOPHARMA INC,1987-10-31,2023-10-31,0000793171,COMPN,"VITRO BIOPHARMA, INC.",1996-10-23,2024-05-31,41.0,15.0,3.0,93.0,20.0,8.0,2.0,72.0,305.0,3.0
151,015414,BIO-TECHNE CORP,1989-06-30,2023-06-30,0000842023,COMPN,BIO-TECHNE CORP,1995-05-10,2024-05-31,32.0,1.0,2.0,91.0,1.0,2.0,40.0,169.0,1113.0,3.0
152,015446,EMISPHERE TECHNOLOGIES INC,1988-07-31,2016-12-31,0000805326,COMPN,EMISPHERE TECHNOLOGIES INC,1994-02-10,2017-08-15,27.0,1.0,5.0,70.0,1.0,3.0,29.0,204.0,819.0,3.0
153,015489,HUMANIGEN INC,2010-12-31,2022-12-31,0001293310,COMPN,"HUMANIGEN, INC",2004-06-04,2024-01-08,14.0,1.0,2.0,41.0,6.0,2.0,15.0,170.0,722.0,3.0
154,015539,PARATEK PHARMACEUTCLS INC,2013-12-31,2022-12-31,0001037643,CUSIP,PARATEK PHARMACEUTICALS INC,2002-10-29,2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0
155,015539,PARATEK PHARMACEUTCLS INC,2013-12-31,2022-12-31,0001178711,COMPN,"PARATEK PHARMACEUTICALS, INC.",2002-07-23,2023-10-02,21.0,1.0,3.0,56.0,0.0,3.0,59.0,262.0,1336.0,3.0
156,015708,ALLERGAN INC,1988-12-31,2014-12-31,0000850693,COMPN,ALLERGAN INC,1994-02-08,2017-03-24,22.0,0.0,0.0,65.0,0.0,2.0,91.0,185.0,2397.0,3.0
157,016101,ABBVIE INC,2010-12-31,2023-12-31,0001551152,COMPN,ABBVIE INC.,2012-06-04,2024-06-03,13.0,0.0,1.0,34.0,0.0,0.0,21.0,166.0,1302.0,3.0
158,016269,ENANTA PHARMACEUTICALS INC,2011-09-30,2023-09-30,0001177648,COMPN,ENANTA PHARMACEUTICALS INC,2002-06-21,2024-05-08,12.0,0.0,1.0,35.0,1.0,0.0,20.0,94.0,698.0,3.0
159,016453,NEOGEN CORP,1989-05-31,2023-05-31,0000711377,COMPN,NEOGEN CORP,1995-08-31,2024-06-04,29.0,1.0,0.0,88.0,0.0,1.0,32.0,210.0,1694.0,3.0
160,016480,RESPIRERX PHARMACEUTICALS,1989-06-30,2022-12-31,0000849636,COMPN,RESPIRERX PHARMACEUTICALS INC.,1995-10-30,2024-05-29,45.0,12.0,5.0,109.0,21.0,3.0,25.0,280.0,922.0,3.0
161,016488,ZILA INC,1988-07-31,2008-07-31,0000827156,COMPN,ZILA INC,1995-11-07,2009-09-22,16.0,1.0,2.0,45.0,2.0,1.0,23.0,129.0,520.0,3.0
162,016719,HARVARD APPARATUS REGE T INC,2011-12-31,2023-12-31,0001563665,COMPN,"HARVARD APPARATUS REGENERATIVE TECHNOLOGY, INC.",2012-12-11,2024-05-13,13.0,1.0,1.0,34.0,2.0,0.0,22.0,157.0,566.0,3.0
163,016848,TRAVERE THERAPEUTICS INC,2012-12-31,2023-12-31,0001438533,COMPN,"TRAVERE THERAPEUTICS, INC.",2008-06-27,2024-05-13,22.0,1.0,5.0,62.0,3.0,9.0,13.0,192.0,949.0,3.0
164,016947,ACTINIUM PHARMACEUTICALS INC,2012-12-31,2023-12-31,0001388320,COMPN,"ACTINIUM PHARMACEUTICALS, INC.",2007-02-05,2024-04-26,23.0,1.0,5.0,58.0,2.0,4.0,21.0,98.0,458.0,3.0
165,017101,IMMUNOGEN INC,1989-06-30,2022-12-31,0000855654,COMPN,"IMMUNOGEN, INC.",1994-02-14,2024-02-22,33.0,1.0,3.0,100.0,0.0,14.0,57.0,355.0,1766.0,3.0
166,017175,KINTARA THERAPEUTICS INC,2013-12-31,2023-06-30,0001498382,COMPN,"KINTARA THERAPEUTICS, INC.",2010-08-17,2024-06-03,16.0,1.0,2.0,44.0,1.0,2.0,12.0,161.0,733.0,3.0
167,017185,22ND CENTURY GROUP INC,2012-12-31,2023-12-31,0001347858,COMPN,"22ND CENTURY GROUP, INC.",2005-12-27,2024-06-04,21.0,1.0,2.0,63.0,4.0,3.0,21.0,168.0,734.0,3.0
168,017199,BIOLIFE SOLUTIONS INC,1989-06-30,2023-12-31,0000834365,COMPN,BIOLIFE SOLUTIONS INC,1995-05-15,2024-06-05,51.0,14.0,7.0,97.0,5.0,5.0,22.0,210.0,1430.0,3.0
169,017350,TETRAPHASE PHARMACEUTICALS,2011-12-31,2019-12-31,0001373707,COMPN,TETRAPHASE PHARMACEUTICALS INC,2006-08-21,2023-02-01,7.0,0.0,0.0,22.0,0.0,0.0,16.0,79.0,548.0,3.0
170,017485,DARIOHEALTH CORP,2013-12-31,2023-12-31,0001533998,COMPN,DARIOHEALTH CORP.,2011-11-01,2024-06-05,11.0,0.0,0.0,37.0,0.0,3.0,12.0,118.0,774.0,3.0
171,017498,CHIMERIX INC,2011-12-31,2023-12-31,0001117480,COMPN,CHIMERIX INC,2002-08-05,2024-05-03,12.0,0.0,1.0,36.0,0.0,2.0,23.0,146.0,811.0,3.0
172,017500,OMTHERA PHARMACEUTICALS,2011-12-31,2012-12-31,0001477598,COMPN,"OMTHERA PHARMACEUTICALS, INC.",2009-11-27,2013-07-29,0.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,116.0,3.0
173,017567,ARATANA THERAPEUTICS,2011-12-31,2018-12-31,0001509190,COMPN,"ARATANA THERAPEUTICS, INC.",2011-01-07,2019-07-29,7.0,0.0,1.0,18.0,0.0,0.0,13.0,82.0,465.0,3.0
174,017651,REZOLUTE INC,2013-06-30,2023-06-30,0001509261,COMPN,"REZOLUTE, INC.",2011-05-17,2024-05-31,21.0,4.0,3.0,41.0,1.0,1.0,10.0,149.0,606.0,3.0
175,017653,ADMA BIOLOGICS INC,2012-12-31,2023-12-31,0001368514,COMPN,"ADMA BIOLOGICS, INC.",2006-07-10,2024-06-04,18.0,0.0,1.0,54.0,0.0,0.0,23.0,243.0,832.0,3.0
176,017688,RECEPTOS INC,2011-12-31,2014-12-31,0001463729,COMPN,"RECEPTOS, INC.",2009-05-22,2016-02-12,2.0,0.0,0.0,8.0,0.0,0.0,4.0,34.0,277.0,3.0
177,017808,EPIZYME INC,2011-12-31,2021-12-31,0001571498,COMPN,"EPIZYME, INC.",2013-03-22,2023-02-14,9.0,0.0,0.0,28.0,0.0,0.0,16.0,100.0,829.0,3.0
178,017910,SCORPIUS HOLDINGS INC,2012-12-31,2023-12-31,0001476963,COMPN,"SCORPIUS HOLDINGS, INC.",2009-11-18,2024-06-05,14.0,1.0,2.0,37.0,2.0,2.0,19.0,259.0,677.0,3.0
179,017928,IQVIA HOLDINGS INC,2011-12-31,2023-12-31,0001478242,COMPN,IQVIA HOLDINGS INC.,2009-12-18,2024-05-17,12.0,0.0,1.0,34.0,0.0,0.0,24.0,143.0,908.0,3.0
180,017931,PORTOLA PHARMACEUTICALS INC,2010-12-31,2019-12-31,0001269021,COMPN,PORTOLA PHARMACEUTICALS INC,2003-11-03,2020-07-13,7.0,0.0,0.0,22.0,0.0,1.0,19.0,86.0,608.0,3.0
181,017998,BLUEBIRD BIO INC,2011-12-31,2022-12-31,0001293971,COMPN,"BLUEBIRD BIO, INC.",2004-06-14,2024-06-04,12.0,2.0,0.0,36.0,1.0,3.0,23.0,267.0,1247.0,3.0
182,018009,NANOSTRING TECHNOLOGIES INC,2011-12-31,2022-12-31,0001401708,COMPN,"NS WIND DOWN CO., INC.",2007-05-24,2024-05-28,11.0,1.0,0.0,33.0,1.0,0.0,22.0,137.0,974.0,2.0
183,018115,CELLULAR DYNAMICS INTL INC,2011-12-31,2014-12-31,0001482080,COMPN,"CELLULAR DYNAMICS INTERNATIONAL, INC.",2010-01-26,2015-05-11,4.0,0.0,2.0,5.0,0.0,0.0,1.0,30.0,194.0,3.0
184,018159,AGIOS PHARMACEUTICALS,2011-12-31,2023-12-31,0001439222,COMPN,"AGIOS PHARMACEUTICALS, INC.",2008-07-01,2024-06-05,11.0,0.0,0.0,34.0,0.0,1.0,33.0,173.0,1078.0,3.0
185,018162,ESPERION THERAPEUTICS INC,2011-12-31,2023-12-31,0001066745,CUSIP,ESPERION THERAPEUTICS INC/MI,2000-02-24,2022-02-10,4.0,0.0,1.0,12.0,0.0,1.0,3.0,11.0,190.0,3.0
186,018162,ESPERION THERAPEUTICS INC,2011-12-31,2023-12-31,0001434868,COMPN,"ESPERION THERAPEUTICS, INC.",2008-05-07,2024-05-28,11.0,0.0,0.0,33.0,0.0,0.0,15.0,149.0,723.0,3.0
187,018172,TRAWS PHARMA INC,2011-12-31,2023-12-31,0001130598,COMPN,"TRAWS PHARMA, INC.",2003-01-08,2024-05-22,16.0,0.0,5.0,33.0,0.0,0.0,33.0,168.0,783.0,3.0
188,018173,EVOKE PHARMA INC,2011-12-31,2023-12-31,0001403708,COMPN,EVOKE PHARMA INC,2007-06-11,2024-05-30,12.0,0.0,1.0,32.0,0.0,0.0,26.0,177.0,543.0,3.0
189,018204,ANI PHARMACEUTICALS INC,2012-12-31,2023-12-31,0001023024,COMPN,ANI PHARMACEUTICALS INC,1999-12-23,2024-06-06,27.0,0.0,2.0,73.0,0.0,0.0,43.0,293.0,1509.0,3.0
190,018315,PRECIGEN INC,2011-12-31,2023-12-31,0001356090,COMPN,"PRECIGEN, INC.",2006-03-09,2024-05-31,13.0,0.0,2.0,36.0,1.0,2.0,23.0,169.0,1129.0,3.0
191,018350,OCERA THERAPEUTICS INC,2012-12-31,2016-12-31,0001274644,COMPN,"OCERA THERAPEUTICS, INC.",2003-12-29,2018-02-14,7.0,0.0,1.0,21.0,0.0,0.0,16.0,100.0,489.0,3.0
192,018350,OCERA THERAPEUTICS INC,2012-12-31,2016-12-31,0001338321,CUSIP,OCERA THERAPEUTICS INC,2005-09-08,2015-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0
193,018424,LIPOCINE INC,2011-12-31,2023-12-31,0001535955,COMPN,LIPOCINE INC.,2011-11-30,2024-06-05,16.0,0.0,3.0,38.0,0.0,1.0,15.0,350.0,695.0,3.0
194,018430,FIVE PRIME THERAPEUTICS INC,2011-12-31,2020-12-31,0001175505,COMPN,"FIVE PRIME THERAPEUTICS, INC.",2002-05-28,2022-02-15,9.0,0.0,1.0,23.0,0.0,1.0,8.0,130.0,730.0,3.0
195,018469,FOUNDATION MEDICINE INC,2011-12-31,2017-12-31,0001488613,COMPN,"FOUNDATION MEDICINE, INC.",2010-04-15,2018-09-27,6.0,0.0,1.0,18.0,0.0,3.0,23.0,63.0,577.0,3.0
196,018510,ACCELERON PHARMA INC,2011-12-31,2020-12-31,0001280600,COMPN,ACCELERON PHARMA INC,2004-02-17,2021-12-02,8.0,0.0,0.0,26.0,0.0,1.0,16.0,125.0,808.0,3.0
197,018562,FATE THERAPEUTICS INC,2011-12-31,2023-12-31,0001434316,COMPN,FATE THERAPEUTICS INC,2008-05-02,2024-05-31,11.0,0.0,0.0,34.0,0.0,2.0,21.0,112.0,716.0,3.0
198,018566,IMMUNE PHARMACEUTICALS INC,2012-12-31,2017-12-31,0001208261,COMPN,IMMUNE PHARMACEUTICALS INC,2002-11-20,2022-08-18,21.0,3.0,5.0,49.0,8.0,1.0,41.0,294.0,946.0,3.0
199,018572,IVERIC BIO INC,2011-12-31,2022-12-31,0001410939,COMPN,"IVERIC BIO, INC.",2007-08-24,2024-02-14,11.0,0.0,1.0,30.0,0.0,1.0,30.0,135.0,852.0,3.0
200,018613,CELATOR PHARMACEUTICALS INC,2011-12-31,2015-12-31,0001327467,COMPN,CELATOR PHARMACEUTICALS INC,2005-05-16,2018-02-13,4.0,0.0,0.0,11.0,0.0,1.0,6.0,43.0,270.0,3.0
201,018638,NEUROTROPE INC,2012-12-31,2019-12-31,0001513856,COMPN,"NEUROTROPE, INC.",2011-03-07,2021-01-29,10.0,1.0,0.0,32.0,1.0,1.0,14.0,89.0,416.0,3.0
202,018658,MACROGENICS INC,2011-12-31,2023-12-31,0001125345,COMPN,MACROGENICS INC,2003-11-12,2024-06-04,13.0,0.0,2.0,32.0,0.0,0.0,19.0,119.0,795.0,3.0
203,018738,DOMINARI HOLDINGS INC,2013-12-31,2023-12-31,0000012239,COMPN,DOMINARI HOLDINGS INC.,1995-05-15,2024-05-31,36.0,1.0,6.0,93.0,4.0,1.0,54.0,367.0,1166.0,3.0
204,018749,AERIE PHARMACEUTICALS INC,2011-12-31,2021-12-31,0001337553,COMPN,AERIE PHARMACEUTICALS INC,2005-08-26,2023-02-10,9.0,0.0,0.0,28.0,0.0,0.0,20.0,297.0,818.0,3.0
205,018878,GLYCOMIMETICS INC,2011-12-31,2023-12-31,0001253689,COMPN,GLYCOMIMETICS INC,2003-07-10,2024-06-04,11.0,0.0,0.0,31.0,0.0,0.0,11.0,89.0,497.0,3.0
206,018888,AMNEAL PHARMACEUTICALS INC,2014-12-31,2023-12-31,0001723128,COMPN,"AMNEAL PHARMACEUTICALS, INC.",2017-11-21,2024-05-20,7.0,0.0,0.0,19.0,0.0,0.0,14.0,76.0,505.0,3.0
207,018925,TREVENA INC,2011-12-31,2023-12-31,0001429560,COMPN,TREVENA INC,2008-03-10,2024-05-17,12.0,0.0,1.0,32.0,0.0,1.0,26.0,171.0,685.0,3.0
208,018929,CELLADON CORP,2011-12-31,2015-12-31,,NOLNK,,,,,,,,,,,,,0.0
209,018929,CELLADON CORP,2011-12-31,2015-12-31,0001305253,CUSIP,"EIGER BIOPHARMACEUTICALS, INC.",2004-10-05,2024-05-28,13.0,1.0,1.0,30.0,0.0,0.0,19.0,150.0,680.0,2.0
210,018930,KARYOPHARM THERAPEUTICS INC,2011-12-31,2023-12-31,0001503802,COMPN,KARYOPHARM THERAPEUTICS INC.,2010-11-05,2024-06-06,11.0,0.0,0.0,34.0,0.0,2.0,24.0,155.0,945.0,3.0
211,018938,XENCOR INC,2012-12-31,2023-12-31,0001326732,COMPN,XENCOR INC,2005-05-06,2024-05-09,12.0,0.0,1.0,31.0,0.0,0.0,22.0,104.0,704.0,3.0
212,018947,VERACYTE INC,2011-12-31,2023-12-31,0001384101,COMPN,"VERACYTE, INC.",2006-12-06,2024-06-04,12.0,0.0,1.0,34.0,0.0,2.0,21.0,136.0,889.0,3.0
213,018973,TETRALOGIC PHARMACEUTICALS,2011-12-31,2015-12-31,0001361248,COMPN,TETRALOGIC PHARMACEUTICALS CORP,2006-04-06,2021-02-16,3.0,0.0,0.0,9.0,0.0,0.0,6.0,40.0,231.0,3.0
214,018976,RELYPSA INC,2011-12-31,2015-12-31,0001416792,COMPN,RELYPSA INC,2007-10-26,2019-08-13,3.0,0.0,0.0,10.0,0.0,2.0,6.0,43.0,379.0,3.0
215,018982,ZYLA LIFE SCIENCES,2011-12-31,2019-12-31,0001586105,COMPN,ZYLA LIFE SCIENCES,2013-09-17,2021-01-29,9.0,0.0,2.0,23.0,2.0,2.0,12.0,146.0,566.0,3.0
216,019025,SOCIETAL CDMO INC,2012-12-31,2023-12-31,0001588972,COMPN,"SOCIETAL CDMO, INC.",2013-10-24,2024-04-18,11.0,0.0,1.0,30.0,0.0,0.0,18.0,201.0,932.0,3.0
217,019069,NEUROGEN CORP,1988-12-31,2008-12-31,0000849043,COMPN,NEUROGEN CORP,1994-02-14,2010-03-15,29.0,0.0,15.0,46.0,0.0,1.0,20.0,93.0,792.0,3.0
218,019116,IGNYTA INC,2012-12-31,2016-12-31,0001557421,COMPN,"IGNYTA, INC.",2012-09-13,2018-02-22,5.0,0.0,0.0,18.0,0.0,3.0,5.0,100.0,393.0,3.0
219,019117,BIOCEPT INC,2011-12-31,2022-12-31,0001044378,COMPN,BIOCEPT INC,2002-10-01,2023-11-20,14.0,2.0,2.0,34.0,3.0,2.0,20.0,123.0,616.0,3.0
220,019143,KINDRED BIOSCIENCES INC,2012-12-31,2020-12-31,0001561743,COMPN,"KINDRED BIOSCIENCES, INC.",2012-11-19,2022-02-14,11.0,0.0,3.0,23.0,0.0,0.0,22.0,98.0,500.0,3.0
221,019149,ULTRAGENYX PHARMACEUTICAL,2011-12-31,2023-12-31,0001515673,COMPN,ULTRAGENYX PHARMACEUTICAL INC.,2011-03-16,2024-05-30,11.0,0.0,0.0,32.0,0.0,1.0,22.0,165.0,951.0,3.0
222,019154,CARA THERAPEUTICS INC,2011-12-31,2023-12-31,0001346830,COMPN,"CARA THERAPEUTICS, INC.",2005-12-06,2024-06-06,11.0,0.0,0.0,31.0,0.0,0.0,20.0,116.0,660.0,3.0
223,019205,CAPRICOR THERAPEUTICS INC,2013-12-31,2023-12-31,0001133869,COMPN,"CAPRICOR THERAPEUTICS, INC.",2001-02-07,2024-05-15,30.0,3.0,4.0,74.0,5.0,2.0,17.0,208.0,825.0,3.0
224,019412,INTRA-CELLULAR THERAPIES INC,2011-12-31,2023-12-31,0001567514,COMPN,"INTRA-CELLULAR THERAPIES, INC.",2013-02-08,2024-05-07,13.0,1.0,0.0,33.0,0.0,0.0,25.0,129.0,899.0,3.0
225,019416,NEPHROGENEX INC,2011-12-31,2015-12-31,0001338095,COMPN,"NEPHROGENEX, INC.",2005-08-30,2017-05-24,3.0,0.0,0.0,6.0,0.0,0.0,2.0,65.0,208.0,3.0
226,019418,AUSPEX PHARMACEUTICALS INC,2011-12-31,2014-12-31,0001454189,COMPN,"AUSPEX PHARMACEUTICALS, INC.",2009-01-21,2015-05-28,3.0,0.0,1.0,3.0,0.0,0.0,0.0,16.0,198.0,3.0
227,019425,GENOCEA BIOSCIENCES INC,2011-12-31,2021-12-31,0001457612,COMPN,"GENOCEA BIOSCIENCES, INC.",2009-02-25,2022-06-13,10.0,0.0,1.0,26.0,1.0,0.0,15.0,111.0,636.0,3.0
228,019458,CARISMA THERAPEUTICS INC,2011-12-31,2023-12-31,0001485003,COMPN,CARISMA THERAPEUTICS INC.,2010-02-24,2024-05-28,11.0,0.0,0.0,34.0,1.0,2.0,25.0,239.0,762.0,3.0
229,019467,COCRYSTAL PHARMA INC,2014-12-31,2023-12-31,0001412486,COMPN,"COCRYSTAL PHARMA, INC.",2007-09-20,2024-05-13,31.0,7.0,7.0,63.0,7.0,7.0,18.0,182.0,561.0,3.0
230,019470,DICERNA PHARMACEUTICALS INC,2011-12-31,2020-12-31,0001399529,COMPN,DICERNA PHARMACEUTICALS INC,2007-05-01,2022-02-14,9.0,0.0,1.0,25.0,0.0,1.0,17.0,104.0,657.0,3.0
231,019471,REVANCE THERAPEUTICS INC,2011-12-31,2023-12-31,0001479290,COMPN,"REVANCE THERAPEUTICS, INC.",2009-12-23,2024-05-09,11.0,0.0,0.0,31.0,0.0,0.0,17.0,152.0,849.0,3.0
232,019511,FLEXION THERAPEUTICS INC,2011-12-31,2020-12-31,0001419600,COMPN,FLEXION THERAPEUTICS INC,2007-11-21,2021-11-29,8.0,0.0,0.0,25.0,0.0,1.0,14.0,94.0,635.0,3.0
233,019534,CONCERT PHARMACEUTICLS INC,2011-12-31,2021-12-31,0001367920,COMPN,"CONCERT PHARMACEUTICALS, INC.",2006-06-16,2023-03-16,9.0,0.0,0.0,27.0,0.0,0.0,21.0,84.0,585.0,3.0
234,019549,BIOVIE INC,2020-06-30,2023-06-30,0001580149,COMPN,BIOVIE INC.,2013-07-02,2024-05-14,13.0,2.0,1.0,38.0,4.0,1.0,8.0,72.0,380.0,3.0
235,019600,CYMABAY THERAPEUTICS INC,2012-12-31,2023-12-31,0001042074,COMPN,"CYMABAY THERAPEUTICS, INC.",2002-02-19,2024-04-01,12.0,0.0,1.0,32.0,0.0,1.0,24.0,80.0,780.0,3.0
236,019717,NEUROGENE INC,2012-12-31,2023-12-31,0001404644,COMPN,NEUROGENE INC.,2007-06-25,2024-06-03,11.0,0.0,1.0,32.0,0.0,1.0,21.0,120.0,609.0,3.0
237,019718,ACHAOGEN INC,2012-12-31,2018-12-31,0001301501,COMPN,"ACHAOGEN, INC.",2004-08-24,2019-08-20,7.0,1.0,1.0,15.0,0.0,0.0,8.0,70.0,435.0,3.0
238,019761,HEPION PHARMACEUTICALS INC,2013-06-30,2023-12-31,0001583771,COMPN,"HEPION PHARMACEUTICALS, INC.",2013-08-08,2024-05-21,17.0,3.0,3.0,35.0,2.0,1.0,28.0,232.0,584.0,3.0
239,019784,EAGLE PHARMACEUTICALS INC,2012-09-30,2022-12-31,0000827871,COMPN,"EAGLE PHARMACEUTICALS, INC.",2007-02-28,2024-05-29,15.0,2.0,4.0,33.0,2.0,2.0,18.0,252.0,726.0,3.0
240,019832,ARAVIVE INC,2012-12-31,2022-12-31,0001513818,COMPN,"ARAVIVE, INC.",2011-03-09,2024-02-14,11.0,0.0,2.0,31.0,1.0,0.0,15.0,178.0,767.0,3.0
241,019859,AKEBIA THERAPEUTICS INC,2012-12-31,2023-12-31,0001517022,COMPN,"AKEBIA THERAPEUTICS, INC.",2011-04-08,2024-05-14,12.0,1.0,1.0,32.0,1.0,0.0,32.0,142.0,759.0,3.0
242,019912,CORIUM INTERNATIONAL INC,2012-09-30,2017-09-30,0001594337,COMPN,"CORIUM INTERNATIONAL, INC.",2013-12-23,2018-12-07,4.0,0.0,0.0,14.0,0.0,0.0,4.0,52.0,311.0,3.0
243,019967,APPLIED GENETIC TECHNOLOGIES,2012-06-30,2022-06-30,0001273636,COMPN,APPLIED GENETIC TECHNOLOGIES CORP,2003-12-16,2023-02-14,15.0,0.0,6.0,28.0,1.0,1.0,10.0,108.0,569.0,3.0
244,019998,MEDPACE HOLDINGS INC,2014-12-31,2023-12-31,0001668397,COMPN,"MEDPACE HOLDINGS, INC.",2016-03-15,2024-06-05,8.0,0.0,0.0,23.0,0.0,0.0,16.0,75.0,710.0,3.0
245,020010,AGILE THERAPEUTICS INC,2012-12-31,2023-12-31,0001261249,COMPN,AGILE THERAPEUTICS INC,2003-08-25,2024-06-03,11.0,0.0,1.0,31.0,0.0,1.0,14.0,182.0,608.0,3.0
